Número,prioridade_label,Produto,Categoria,Grupo designado,hora_abertura,dia_semana,data_abertura,kpi_violado,risco_predito
INC8483918,P3,lhco,cat18,Team14,11,Sexta,2025-08-01,0,0.0011079927
INC8483913,P3,lcem,cat91,Team11,11,Sexta,2025-08-01,0,0.026660752
INC8483910,P3,lcsp,cat31,Team11,11,Sexta,2025-08-01,0,0.07917228
INC8483892,P3,lsin,cat29,Team11,11,Sexta,2025-08-01,0,0.12153779
INC8483890,P3,lhco,cat31,Team11,11,Sexta,2025-08-01,0,0.08929826
INC8483881,P3,lhco,cat71,Team14,11,Sexta,2025-08-01,0,0.004253355
INC8483846,P2,lhco,cat71,Team14,10,Sexta,2025-08-01,0,0.006981499
INC8483828,P3,lsaa,cat43,Team11,10,Sexta,2025-08-01,0,0.14958748
INC8483801,P3,lcsi,cat41,Team14,10,Sexta,2025-08-01,0,0.00096788653
INC8483796,P3,lhco,cat71,Team14,10,Sexta,2025-08-01,0,0.007031784
INC8483794,P3,lhco,cat31,Team11,10,Sexta,2025-08-01,0,0.13194688
INC8483791,P2,lsin,cat77,Team09,9,Sexta,2025-08-01,0,0.6085085
INC8483765,P3,lhco,cat137,Team14,9,Sexta,2025-08-01,0,0.003093291
INC8483745,P3,lcsi,cat41,Team14,9,Sexta,2025-08-01,0,0.0007021815
INC8483744,P3,lhco,cat71,Team14,9,Sexta,2025-08-01,0,0.0049716434
INC8483738,P3,lhvp,cat73,Team11,9,Sexta,2025-08-01,0,0.10476313
INC8483703,P3,lhco,cat85,Team11,8,Sexta,2025-08-01,0,0.19758528
INC8483650,P3,lsin,cat77,Team09,8,Sexta,2025-08-01,0,0.3443707
INC8483648,P3,lhco,cat31,Team09,8,Sexta,2025-08-01,0,0.25169787
INC8483623,P3,lsaa,cat57,Team11,8,Sexta,2025-08-01,0,0.08751661
INC8483621,P3,lcem,cat76,Team05,8,Sexta,2025-08-01,0,0.020894414
INC8483555,P3,lsaa,cat57,Team11,7,Sexta,2025-08-01,0,0.07087452
INC8483350,P2,lrev,cat36,Team14,3,Sexta,2025-08-01,0,0.0032126582
INC8483343,P3,lcem,cat76,Team12,3,Sexta,2025-08-01,0,0.016543282
INC8483333,P2,lcem,cat76,Team05,3,Sexta,2025-08-01,0,0.0047545163
INC8483268,P2,lsaa,cat37,Team14,2,Sexta,2025-08-01,0,0.0015117351
INC8483196,P2,lhco,cat71,Team14,0,Sexta,2025-08-01,0,0.0022357279
INC8483178,P2,lsin,cat77,Team14,0,Sexta,2025-08-01,0,0.0010695598
INC8483135,P3,lsmt,cat46,Team05,0,Sexta,2025-08-01,0,0.0009326387
INC8483072,P2,lcem,cat76,Team05,22,Quinta,2025-07-31,0,0.011798812
INC8482995,P3,lrev,cat96,Team14,21,Quinta,2025-07-31,0,0.0010634677
INC8482976,P3,lhco,cat85,Team11,21,Quinta,2025-07-31,0,0.39397845
INC8482956,P3,lhco,cat137,Team14,20,Quinta,2025-07-31,0,0.028317126
INC8482955,P3,lhco,cat137,Team14,20,Quinta,2025-07-31,0,0.028317126
INC8482954,P3,lhco,cat137,Team14,20,Quinta,2025-07-31,0,0.028317126
INC8482939,P3,lsin,cat15,Team09,20,Quinta,2025-07-31,0,0.11896082
INC8482901,P3,lssl,cat102,Team14,19,Quinta,2025-07-31,0,0.013272682
INC8482892,P3,lcem,cat91,Team11,19,Quinta,2025-07-31,0,0.30160412
INC8482850,P2,lsin,cat141,Team03,18,Quinta,2025-07-31,0,0.015170295
INC8482848,P3,lcem,cat91,Team11,18,Quinta,2025-07-31,0,0.30005217
INC8482845,P3,lrdo,cat111,Team11,18,Quinta,2025-07-31,0,0.52471805
INC8482839,P3,lsd0,cat31,Team11,18,Quinta,2025-07-31,0,0.5419353
INC8482836,P3,lcem,cat76,Team11,18,Quinta,2025-07-31,0,0.6539276
INC8482834,P3,lcem,cat91,Team11,18,Quinta,2025-07-31,0,0.30005217
INC8482829,P3,lhco,cat85,Team11,18,Quinta,2025-07-31,0,0.21069227
INC8482828,P3,lhco,cat85,Team11,18,Quinta,2025-07-31,0,0.21069227
INC8482814,P3,lsin,cat29,Team05,18,Quinta,2025-07-31,0,0.01036935
INC8482813,P3,lrdo,cat31,Team11,17,Quinta,2025-07-31,0,0.7025621
INC8482812,P3,lhco,cat31,Team11,17,Quinta,2025-07-31,0,0.15942337
INC8482811,P3,lsaa,cat83,Team16,17,Quinta,2025-07-31,0,0.014813182
INC8482803,P3,lhco,cat71,Team09,17,Quinta,2025-07-31,0,0.78184664
INC8482795,P3,lrev,cat31,Team11,17,Quinta,2025-07-31,0,0.45143434
INC8482787,P3,lcho,cat71,Team14,17,Quinta,2025-07-31,0,0.006562713
INC8482785,P3,lcem,cat76,Team05,17,Quinta,2025-07-31,0,0.5118675
INC8482761,P3,lcem,cat76,Team05,17,Quinta,2025-07-31,0,0.5118675
INC8482747,P3,khem,cat26,Team05,16,Quinta,2025-07-31,0,0.030647421
INC8482745,P3,lcsi,cat41,Team14,16,Quinta,2025-07-31,0,0.0012927657
INC8482726,P3,lcem,cat76,Team05,16,Quinta,2025-07-31,0,0.16592185
INC8482725,P3,lrdo,cat112,Team11,16,Quinta,2025-07-31,0,0.72034365
INC8482715,P3,lrel,cat103,Team11,16,Quinta,2025-07-31,0,0.4839964
INC8482713,P3,lsin,cat29,Team05,16,Quinta,2025-07-31,0,0.0068934956
INC8482708,P3,lhco,cat71,Team09,16,Quinta,2025-07-31,0,0.6105821
INC8482681,P2,lhvp,cat73,Team14,15,Quinta,2025-07-31,0,0.007672374
INC8482674,P3,lsg2,cat85,Team11,15,Quinta,2025-07-31,0,0.06196556
INC8482671,P3,lsd0,cat31,Team11,15,Quinta,2025-07-31,0,0.57250226
INC8482670,P3,lrev,cat31,Team11,15,Quinta,2025-07-31,0,0.45067933
INC8482669,P3,lsaa,cat31,Team11,15,Quinta,2025-07-31,0,0.7020937
INC8482668,P3,lemg,cat85,Team05,15,Quinta,2025-07-31,0,0.06565965
INC8482666,P3,lhco,cat85,Team11,15,Quinta,2025-07-31,0,0.08469956
INC8482663,P3,lrev,cat31,Team11,15,Quinta,2025-07-31,0,0.45067933
INC8482657,P3,lsd0,cat31,Team11,15,Quinta,2025-07-31,0,0.57250226
INC8482648,P3,lemg,cat85,Team05,15,Quinta,2025-07-31,0,0.06565965
INC8482631,P3,lsmt,cat46,Team05,15,Quinta,2025-07-31,0,0.017058393
INC8482629,P3,lrev,cat31,Team11,15,Quinta,2025-07-31,0,0.45067933
INC8482623,P3,lemg,cat85,Team05,15,Quinta,2025-07-31,0,0.06565965
INC8482180,P2,lrev,cat97,Team12,14,Quinta,2025-07-31,0,0.11865644
INC8482179,P3,lsaa,cat126,Team05,14,Quinta,2025-07-31,0,0.033001076
INC8482178,P3,lcsi,cat41,Team14,14,Quinta,2025-07-31,0,0.0017199682
INC8482164,P3,lrev,cat96,Team05,14,Quinta,2025-07-31,0,0.023908358
INC8482114,P3,lrdo,cat111,Team11,13,Quinta,2025-07-31,0,0.2704267
INC8482096,P3,lcho,cat71,Team09,13,Quinta,2025-07-31,0,0.5894368
INC8482087,P3,lcho,cat85,Team14,12,Quinta,2025-07-31,0,0.0030665318
INC8482073,P3,lhco,cat71,Team14,12,Quinta,2025-07-31,0,0.0016919014
INC8482049,P3,lhco,cat85,Team11,12,Quinta,2025-07-31,0,0.033361327
INC8482035,P3,lcsp,cat71,Team14,11,Quinta,2025-07-31,0,0.001963568
INC8482002,P2,lhco,cat71,Team14,11,Quinta,2025-07-31,0,0.008428506
INC8481995,P3,lhco,cat85,Team11,11,Quinta,2025-07-31,0,0.12890173
INC8481992,P3,lrdo,cat112,Team11,11,Quinta,2025-07-31,0,0.588701
INC8481987,P3,lhco,cat85,Team11,11,Quinta,2025-07-31,0,0.12890173
INC8481980,P3,lhco,cat85,Team11,11,Quinta,2025-07-31,0,0.12890173
INC8481978,P3,lemn,cat45,Team05,11,Quinta,2025-07-31,0,0.025724126
INC8481974,P3,lsin,cat29,Team05,11,Quinta,2025-07-31,0,0.0026903409
INC8481941,P3,lhco,cat31,Team11,10,Quinta,2025-07-31,0,0.15862782
INC8481913,P3,lhco,cat85,Team11,10,Quinta,2025-07-31,0,0.29906708
INC8481910,P3,lhco,cat31,Team11,10,Quinta,2025-07-31,0,0.15862782
INC8481901,P3,lhco,cat71,Team09,9,Quinta,2025-07-31,0,0.7286917
INC8481895,P3,lhco,cat31,Team11,9,Quinta,2025-07-31,0,0.08064835
INC8481889,P2,lvps,cat74,Team14,9,Quinta,2025-07-31,0,0.0058517605
INC8481872,P3,lcsi,cat41,Team14,9,Quinta,2025-07-31,0,0.0009427651
INC8481860,P3,lcem,cat91,Team11,9,Quinta,2025-07-31,0,0.060455654
INC8481850,P3,lhco,cat85,Team11,9,Quinta,2025-07-31,0,0.14581016
INC8481846,P3,lhco,cat110,Team11,9,Quinta,2025-07-31,0,0.031049488
INC8481841,P3,lsg2,cat85,Team11,9,Quinta,2025-07-31,0,0.10052354
INC8481840,P3,lsin,cat77,Team14,8,Quinta,2025-07-31,0,0.0068270806
INC8481839,P3,lsin,cat77,Team14,8,Quinta,2025-07-31,0,0.0068270806
INC8481814,P3,lsin,cat77,Team14,8,Quinta,2025-07-31,0,0.0068270806
INC8481806,P3,lsin,cat77,Team14,8,Quinta,2025-07-31,0,0.0068270806
INC8481716,P2,lsmt,cat46,Team05,6,Quinta,2025-07-31,0,0.0038621123
INC8481687,P3,lhco,cat85,Team14,5,Quinta,2025-07-31,0,0.009011512
INC8481659,P2,lrev,cat36,Team14,5,Quinta,2025-07-31,0,0.0015041729
INC8481475,P3,lhco,cat71,Team14,2,Quinta,2025-07-31,0,0.06490892
INC8481469,P3,lhco,cat71,Team14,2,Quinta,2025-07-31,0,0.06490892
INC8481436,P3,lsin,cat17,Team09,1,Quinta,2025-07-31,0,0.0040427633
INC8481425,P3,lsin,cat141,Team03,1,Quinta,2025-07-31,0,0.0011841863
INC8481417,P3,lhco,cat71,Team09,1,Quinta,2025-07-31,0,0.33681262
INC8481393,P3,lsin,cat77,Team14,1,Quinta,2025-07-31,0,0.004561145
INC8481234,P3,lsmt,cat46,Team05,23,Quarta,2025-07-30,0,0.013312608
INC8481214,P2,lhco,cat71,Team14,23,Quarta,2025-07-30,0,0.0039580157
INC8481166,P3,lhco,cat71,Team14,21,Quarta,2025-07-30,0,0.03296621
INC8481163,P3,lhco,cat71,Team14,21,Quarta,2025-07-30,0,0.03296621
INC8481121,P3,lhco,cat71,Team09,20,Quarta,2025-07-30,0,0.64061004
INC8481112,P3,lemg,cat42,Team05,20,Quarta,2025-07-30,0,0.03690148
INC8481106,P3,lsin,cat15,Team09,20,Quarta,2025-07-30,0,0.2662009
INC8481105,P3,lhco,cat71,Team14,20,Quarta,2025-07-30,0,0.009332244
INC8481096,P2,lrev,cat97,Team14,20,Quarta,2025-07-30,0,0.00012872057
INC8481073,P3,lhvp,cat87,Team11,19,Quarta,2025-07-30,0,0.01760632
INC8481070,P3,lhco,cat71,Team14,19,Quarta,2025-07-30,0,0.0078062364
INC8481069,P2,lsin,cat77,Team12,19,Quarta,2025-07-30,0,0.28271586
INC8481054,P2,lcem,cat76,Team05,19,Quarta,2025-07-30,0,0.093608476
INC8481045,P3,lhco,cat85,Team09,19,Quarta,2025-07-30,0,0.50035614
INC8481044,P3,lhco,cat85,Team14,19,Quarta,2025-07-30,0,0.0068006776
INC8481023,P2,lhco,cat71,Team14,18,Quarta,2025-07-30,0,0.0022426152
INC8481014,P3,lsin,cat24,Team11,17,Quarta,2025-07-30,0,0.55844057
INC8481009,P3,lcem,cat91,Team11,17,Quarta,2025-07-30,0,0.29474753
INC8481008,P2,lsin,cat77,Team14,17,Quarta,2025-07-30,0,0.16593479
INC8481007,P3,lsin,cat77,Team14,17,Quarta,2025-07-30,0,0.044434387
INC8481004,P2,lhco,cat71,Team14,17,Quarta,2025-07-30,0,0.005200756
INC8480995,P3,lhco,cat85,Team11,17,Quarta,2025-07-30,0,0.1255166
INC8480980,P3,lhvp,cat87,Team11,17,Quarta,2025-07-30,0,0.03425976
INC8480976,P3,lhco,cat85,Team11,17,Quarta,2025-07-30,0,0.1255166
INC8480974,P3,lcem,cat91,Team11,17,Quarta,2025-07-30,0,0.29474753
INC8480960,P3,lhco,cat71,Team14,16,Quarta,2025-07-30,0,0.005693819
INC8480948,P2,lhco,cat71,Team14,16,Quarta,2025-07-30,0,0.0044822507
INC8480944,P2,lsin,cat29,Team09,16,Quarta,2025-07-30,0,0.062478542
INC8480942,P3,lhco,cat137,Team17,16,Quarta,2025-07-30,0,0.038813792
INC8480941,P3,lcsi,cat38,Team14,16,Quarta,2025-07-30,0,0.0035527353
INC8480937,P3,lrdo,cat111,Team11,16,Quarta,2025-07-30,0,0.45963374
INC8480936,P3,lhco,cat85,Team09,16,Quarta,2025-07-30,0,0.20688334
INC8480935,P3,lhvp,cat73,Team09,16,Quarta,2025-07-30,0,0.46304816
INC8480934,P3,lcsi,cat38,Team14,16,Quarta,2025-07-30,0,0.0035527353
INC8480931,P3,lhco,cat85,Team11,16,Quarta,2025-07-30,0,0.040548448
INC8480923,P3,lvps,cat74,Team14,15,Quarta,2025-07-30,0,0.027830293
INC8480916,P3,lrdo,cat112,Team11,15,Quarta,2025-07-30,1,0.76643467
INC8480914,P2,lrev,cat36,Team14,15,Quarta,2025-07-30,0,0.004541621
INC8480902,P3,lema,cat103,Team11,15,Quarta,2025-07-30,0,0.33723563
INC8480900,P3,lhco,cat85,Team11,15,Quarta,2025-07-30,0,0.030028496
INC8480895,P3,lsin,cat29,Team05,15,Quarta,2025-07-30,0,0.021143002
INC8480888,P3,lhco,cat85,Team11,15,Quarta,2025-07-30,0,0.030028496
INC8480886,P3,lcsi,cat41,Team14,15,Quarta,2025-07-30,0,0.0020151956
INC8480849,P3,lcsi,cat41,Team14,14,Quarta,2025-07-30,0,0.0049599432
INC8480843,P3,lcsi,cat40,Team14,14,Quarta,2025-07-30,0,0.0049599432
INC8480825,P3,lrev,cat97,Team14,14,Quarta,2025-07-30,0,0.004150262
INC8480823,P3,lcsi,cat40,Team14,14,Quarta,2025-07-30,0,0.0049599432
INC8480805,P3,lhco,cat31,Team11,14,Quarta,2025-07-30,0,0.11535659
INC8480803,P3,lhvp,cat73,Team14,13,Quarta,2025-07-30,0,0.0035258634
INC8480785,P3,lhco,cat31,Team11,13,Quarta,2025-07-30,0,0.01967395
INC8480781,P3,lhco,cat31,Team11,13,Quarta,2025-07-30,0,0.01967395
INC8480772,P2,lrev,cat96,Team05,13,Quarta,2025-07-30,0,0.040619202
INC8480766,P3,lhco,cat85,Team11,13,Quarta,2025-07-30,0,0.01231101
INC8480738,P3,lrev,cat97,Team17,12,Quarta,2025-07-30,0,0.0023898487
INC8480726,P2,lsin,cat77,Team02,12,Quarta,2025-07-30,0,0.1540329
INC8480725,P3,lhvp,cat73,Team14,12,Quarta,2025-07-30,0,0.004206069
INC8480723,P3,lemn,cat45,Team05,12,Quarta,2025-07-30,0,0.00891071
INC8480708,P3,lhco,cat31,Team11,12,Quarta,2025-07-30,0,0.021332849
INC8480694,P2,lrev,cat35,Team14,11,Quarta,2025-07-30,0,0.012557071
INC8480685,P3,lcsi,cat41,Team14,11,Quarta,2025-07-30,0,0.00156561
INC8480649,P3,lhco,cat85,Team11,11,Quarta,2025-07-30,0,0.048377085
INC8480640,P3,lhco,cat31,Team11,10,Quarta,2025-07-30,0,0.06744741
INC8480637,P3,lhco,cat85,Team11,10,Quarta,2025-07-30,0,0.091002546
INC8480635,P3,lsin,cat29,Team05,10,Quarta,2025-07-30,0,0.005143604
INC8480629,P3,lhco,cat85,Team11,10,Quarta,2025-07-30,0,0.091002546
INC8480624,P3,lhco,cat31,Team14,10,Quarta,2025-07-30,0,0.0037663693
INC8480620,P3,lhvp,cat19,Team14,10,Quarta,2025-07-30,0,0.008751864
INC8480619,P3,lhco,cat85,Team11,10,Quarta,2025-07-30,0,0.091002546
INC8480618,P3,lsaa,cat31,Team11,10,Quarta,2025-07-30,0,0.6707362
INC8480616,P3,lemg,cat85,Team05,10,Quarta,2025-07-30,0,0.09235243
INC8480615,P3,lgoa,cat103,Team11,10,Quarta,2025-07-30,0,0.36626697
INC8480612,P3,lhco,cat85,Team11,10,Quarta,2025-07-30,0,0.091002546
INC8480592,P3,lhco,cat85,Team11,10,Quarta,2025-07-30,0,0.091002546
INC8480572,P3,lsin,cat24,Team11,9,Quarta,2025-07-30,0,0.583584
INC8480563,P3,lcsi,cat41,Team14,9,Quarta,2025-07-30,0,0.0020714288
INC8480562,P3,lcho,cat71,Team09,9,Quarta,2025-07-30,0,0.8664709
INC8480544,P3,lcho,cat85,Team11,9,Quarta,2025-07-30,0,0.07923528
INC8480500,P3,lsaa,cat83,Team16,8,Quarta,2025-07-30,0,0.010156054
INC8480496,P3,lhco,cat31,Team17,8,Quarta,2025-07-30,0,0.0023733433
INC8480482,P2,lhco,cat71,Team14,8,Quarta,2025-07-30,0,0.019667495
INC8480478,P3,lhco,cat85,Team11,8,Quarta,2025-07-30,0,0.13362959
INC8480474,P3,lhco,cat85,Team09,8,Quarta,2025-07-30,1,0.81253994
INC8480426,P3,lhco,cat71,Team09,6,Quarta,2025-07-30,0,0.43040547
INC8480396,P2,lhco,cat71,Team09,5,Quarta,2025-07-30,0,0.25246906
INC8480332,P3,lhco,cat71,Team09,3,Quarta,2025-07-30,0,0.8135023
INC8480320,P2,lrev,cat36,Team14,3,Quarta,2025-07-30,0,0.0032181586
INC8480306,P3,lssl,cat102,Team11,3,Quarta,2025-07-30,0,0.005972577
INC8480303,P3,lost,cat79,Team15,3,Quarta,2025-07-30,0,0.03016354
INC8480302,P3,lost,cat79,Team15,3,Quarta,2025-07-30,0,0.03016354
INC8480300,P2,lsd0,cat85,Team12,3,Quarta,2025-07-30,0,0.032718793
INC8480256,P3,lhco,cat71,Team09,2,Quarta,2025-07-30,0,0.7053894
INC8480205,P2,lhvp,cat73,Team14,1,Quarta,2025-07-30,0,0.0101466
INC8480201,P2,lsin,cat77,Team12,1,Quarta,2025-07-30,0,0.012531554
INC8480199,P3,lssl,cat102,Team14,1,Quarta,2025-07-30,0,0.0002532445
INC8480159,P2,lhco,cat71,Team14,0,Quarta,2025-07-30,0,0.013050354
INC8480129,P3,lsmt,cat46,Team05,0,Quarta,2025-07-30,0,0.0003786045
INC8480109,P3,lcem,cat76,Team05,23,Terça,2025-07-29,0,0.048042748
INC8479977,P3,lhco,cat71,Team14,20,Terça,2025-07-29,0,0.009414715
INC8479968,P3,lcem,cat76,Team05,20,Terça,2025-07-29,0,0.055132307
INC8479957,P3,lsaa,cat57,Team11,20,Terça,2025-07-29,0,0.051396713
INC8479956,P3,lcem,cat91,Team05,20,Terça,2025-07-29,0,0.02540642
INC8479945,P3,lvps,cat74,Team03,19,Terça,2025-07-29,0,0.87365186
INC8479920,P3,lsmt,cat46,Team05,19,Terça,2025-07-29,0,0.026276978
INC8479915,P3,lhco,cat85,Team11,18,Terça,2025-07-29,0,0.06872455
INC8479909,P2,lhco,cat85,Team14,18,Terça,2025-07-29,0,0.0008587426
INC8479897,P3,lrel,cat103,Team03,18,Terça,2025-07-29,1,0.93409497
INC8479891,P3,lsaa,cat43,Team09,18,Terça,2025-07-29,0,0.22796562
INC8479881,P3,lhvp,cat87,Team11,18,Terça,2025-07-29,0,0.011801642
INC8479876,P3,lhco,cat85,Team11,18,Terça,2025-07-29,0,0.06872455
INC8479867,P3,lhco,cat71,Team14,18,Terça,2025-07-29,0,0.01331735
INC8479865,P3,lhco,cat85,Team11,17,Terça,2025-07-29,0,0.06670285
INC8479856,P3,lsmt,cat46,Team05,17,Terça,2025-07-29,0,0.03132082
INC8479851,P3,lsin,cat15,Team14,17,Terça,2025-07-29,0,0.02013908
INC8479848,P3,lhco,cat85,Team11,17,Terça,2025-07-29,0,0.06670285
INC8479847,P3,lssl,cat102,Team11,17,Terça,2025-07-29,0,0.25333342
INC8479806,P3,lcem,cat91,Team05,17,Terça,2025-07-29,0,0.28410664
INC8479794,P3,lhco,cat85,Team11,16,Terça,2025-07-29,0,0.02868839
INC8479793,P3,lhco,cat31,Team11,16,Terça,2025-07-29,0,0.08686216
INC8479774,P3,lcem,cat76,Team05,16,Terça,2025-07-29,0,0.061753318
INC8479771,P3,lcem,cat76,Team05,16,Terça,2025-07-29,0,0.061753318
INC8479766,P3,lcem,cat76,Team05,16,Terça,2025-07-29,0,0.061753318
INC8479749,P3,lhco,cat31,Team09,16,Terça,2025-07-29,0,0.12752214
INC8479733,P2,lcem,cat76,Team05,15,Terça,2025-07-29,0,0.04517883
INC8479728,P3,lcsi,cat40,Team14,15,Terça,2025-07-29,0,0.001902455
INC8479712,P3,lhvp,cat87,Team11,15,Terça,2025-07-29,0,0.0064551234
INC8479703,P3,lrdo,cat111,Team11,15,Terça,2025-07-29,0,0.5805916
INC8479698,P3,lhco,cat31,Team11,15,Terça,2025-07-29,0,0.073916115
INC8479688,P3,lemn,cat45,Team05,15,Terça,2025-07-29,0,0.036091853
INC8479660,P3,lcsi,cat41,Team14,14,Terça,2025-07-29,0,0.004566389
INC8479651,P3,lcsi,cat41,Team14,14,Terça,2025-07-29,0,0.004566389
INC8479622,P3,lhco,cat85,Team11,14,Terça,2025-07-29,0,0.049578574
INC8479621,P3,lrev,cat95,Team14,14,Terça,2025-07-29,0,0.0044988883
INC8479594,P2,lcem,cat76,Team05,13,Terça,2025-07-29,0,0.12380841
INC8479580,P3,lrev,cat31,Team11,13,Terça,2025-07-29,0,0.10733998
INC8479575,P3,lhco,cat137,Team17,13,Terça,2025-07-29,0,0.008766781
INC8479571,P3,lcsi,cat41,Team14,13,Terça,2025-07-29,0,0.00089153816
INC8479563,P3,lcem,cat48,Team07,13,Terça,2025-07-29,0,0.41930184
INC8479547,P3,lcsi,cat41,Team14,13,Terça,2025-07-29,0,0.00089153816
INC8479545,P3,lcsi,cat41,Team14,13,Terça,2025-07-29,0,0.00089153816
INC8479536,P3,lemn,cat45,Team05,13,Terça,2025-07-29,0,0.015040785
INC8479534,P3,lcsi,cat41,Team14,13,Terça,2025-07-29,0,0.00089153816
INC8479529,P3,lcsi,cat103,Team11,13,Terça,2025-07-29,0,0.0183071
INC8479523,P2,lrev,cat99,Team14,12,Terça,2025-07-29,0,0.0018107995
INC8479519,P3,lcsi,cat41,Team14,12,Terça,2025-07-29,0,0.00123962
INC8479492,P3,lcsi,cat41,Team14,12,Terça,2025-07-29,0,0.00123962
INC8479489,P3,lcsi,cat40,Team11,12,Terça,2025-07-29,0,0.015653042
INC8479473,P3,lcsi,cat41,Team14,12,Terça,2025-07-29,0,0.00123962
INC8479468,P3,lrdo,cat31,Team11,12,Terça,2025-07-29,0,0.23911262
INC8479425,P3,lcsi,cat41,Team14,11,Terça,2025-07-29,0,0.0018140519
INC8479416,P2,lcem,cat76,Team05,11,Terça,2025-07-29,0,0.1921676
INC8479411,P3,lssl,cat31,Team11,11,Terça,2025-07-29,0,0.6906251
INC8479405,P3,lhco,cat31,Team11,11,Terça,2025-07-29,0,0.038594756
INC8479398,P3,lcsi,cat41,Team14,11,Terça,2025-07-29,0,0.0018140519
INC8479391,P3,lrel,cat103,Team11,11,Terça,2025-07-29,0,0.2623163
INC8479385,P2,lrev,cat35,Team14,11,Terça,2025-07-29,0,0.009753599
INC8479379,P3,lhco,cat31,Team11,11,Terça,2025-07-29,0,0.038594756
INC8479375,P3,lsin,cat29,Team11,11,Terça,2025-07-29,0,0.27331486
INC8479364,P3,lrev,cat95,Team17,11,Terça,2025-07-29,0,0.038978223
INC8479356,P3,lhco,cat18,Team11,10,Terça,2025-07-29,0,0.04830573
INC8479344,P3,lhco,cat18,Team14,10,Terça,2025-07-29,0,0.0044929273
INC8479343,P3,lcsi,cat41,Team14,10,Terça,2025-07-29,0,0.0029768478
INC8479341,P3,lcem,cat76,Team05,10,Terça,2025-07-29,0,0.20536347
INC8479292,P3,lvps,cat31,Team11,10,Terça,2025-07-29,0,0.54629105
INC8479277,P3,lhco,cat71,Team14,10,Terça,2025-07-29,0,0.01836487
INC8479276,P3,lrev,cat95,Team14,9,Terça,2025-07-29,0,0.0009553091
INC8479274,P3,lsin,cat29,Team05,9,Terça,2025-07-29,0,0.020136915
INC8479269,P3,lemn,cat103,Team11,9,Terça,2025-07-29,0,0.06682859
INC8479265,P3,lhvp,cat87,Team11,9,Terça,2025-07-29,0,0.009835896
INC8479249,P3,lhco,cat31,Team11,9,Terça,2025-07-29,0,0.04143401
INC8479243,P3,lhvp,cat138,Team14,9,Terça,2025-07-29,0,0.0045740376
INC8479235,P3,lhco,cat31,Team11,9,Terça,2025-07-29,0,0.04143401
INC8479179,P3,lcem,cat91,Team11,8,Terça,2025-07-29,0,0.01961855
INC8479171,P3,lcsi,cat41,Team14,8,Terça,2025-07-29,0,0.0047664195
INC8479152,P3,lrev,cat96,Team14,8,Terça,2025-07-29,0,0.000992181
INC8479097,P2,lrev,cat36,Team14,6,Terça,2025-07-29,0,0.0020191004
INC8479000,P3,lhco,cat85,Team11,4,Terça,2025-07-29,0,0.073704705
INC8478963,P3,lhvp,cat73,Team14,3,Terça,2025-07-29,0,0.46501705
INC8478942,P3,lhco,cat85,Team11,3,Terça,2025-07-29,0,0.24609348
INC8478939,P3,lhco,cat71,Team09,3,Terça,2025-07-29,1,0.8761719
INC8478921,P3,lcem,cat76,Team05,3,Terça,2025-07-29,0,0.053613514
INC8478916,P3,lssl,cat102,Team11,3,Terça,2025-07-29,0,0.0024332025
INC8478914,P2,lcho,cat71,Team14,2,Terça,2025-07-29,0,0.0015308675
INC8478870,P3,lhco,cat71,Team09,2,Terça,2025-07-29,0,0.79524463
INC8478868,P3,lsaa,cat83,Team16,2,Terça,2025-07-29,0,0.027844654
INC8478865,P2,lhco,cat71,Team14,2,Terça,2025-07-29,0,0.009654826
INC8478844,P3,lcem,cat76,Team05,1,Terça,2025-07-29,0,0.018106418
INC8478843,P3,lcem,cat76,Team05,1,Terça,2025-07-29,0,0.018106418
INC8478842,P3,lhco,cat71,Team14,1,Terça,2025-07-29,0,0.0980136
INC8478829,P3,lhco,cat85,Team11,1,Terça,2025-07-29,0,0.09643407
INC8478826,P3,lhco,cat71,Team14,1,Terça,2025-07-29,0,0.0980136
INC8478797,P3,lhvp,cat73,Team14,1,Terça,2025-07-29,0,0.21670976
INC8478751,P3,lhco,cat71,Team14,0,Terça,2025-07-29,0,0.66734767
INC8478682,P3,lhco,cat71,Team14,22,Segunda,2025-07-28,0,0.002481068
INC8478643,P3,lcem,cat91,Team11,22,Segunda,2025-07-28,0,0.00042098496
INC8478637,P2,lhvp,cat73,Team14,21,Segunda,2025-07-28,0,0.0018005909
INC8478636,P3,lcem,cat76,Team05,21,Segunda,2025-07-28,0,0.0030736849
INC8478627,P2,lvps,cat74,Team14,21,Segunda,2025-07-28,0,0.0013379278
INC8478622,P3,lcem,cat76,Team05,21,Segunda,2025-07-28,0,0.0030736849
INC8478621,P3,lrev,cat99,Team14,21,Segunda,2025-07-28,0,0.00021050818
INC8478582,P3,lhco,cat85,Team11,20,Segunda,2025-07-28,0,0.036958218
INC8478567,P3,lsaa,cat83,Team16,20,Segunda,2025-07-28,0,0.0036336933
INC8478533,P3,lhco,cat71,Team14,19,Segunda,2025-07-28,0,0.005374319
INC8478519,P3,lhco,cat71,Team09,19,Segunda,2025-07-28,0,0.25578678
INC8478517,P3,lcem,cat76,Team05,19,Segunda,2025-07-28,0,0.024486305
INC8478508,P3,lhco,cat71,Team14,18,Segunda,2025-07-28,0,0.008703173
INC8478499,P3,lcem,cat91,Team11,18,Segunda,2025-07-28,0,0.0022010794
